Order ID,Order Date,Contact Name,Country,City,Region,Subregion,Customer,Customer ID,Industry,Segment,Product,License,Sales,Quantity,Discount,Profit,Profit Margin
EMEA-2021-145352,2021-03-16 00:00:00,Eric Forsyth,Finland,Helsinki,EMEA,NOR,Lukoil,1044,Energy,SMB,ChatBot Plugin,2N5HOJTXVK,2.74,1,0,0.7398,27
EMEA-2021-145352,2021-03-16 00:00:00,Eric Forsyth,Finland,Helsinki,EMEA,NOR,Lukoil,1044,Energy,SMB,ChatBot Plugin,K5Z5MT1GZK,8.34,3,0,2.1684,26
EMEA-2021-145352,2021-03-16 00:00:00,Eric Forsyth,Finland,Helsinki,EMEA,NOR,Lukoil,1044,Energy,SMB,Marketing Suite - Gold,ZBX0BE324Q,46.74,3,0,11.685,25
EMEA-2021-145352,2021-03-16 00:00:00,Eric Forsyth,Finland,Helsinki,EMEA,NOR,Lukoil,1044,Energy,SMB,ContactMatcher,B8THW7YZWV,6354.95,5,0,3177.475,50
EMEA-2023-135307,2023-11-27 00:00:00,Dominic Duncan,Poland,Krakow,EMEA,EU-WEST,Oracle,1072,Tech,SMB,SaaS Connector Pack,GIZGK2MOP1,126.3,3,0,40.416,32
EMEA-2023-135307,2023-11-27 00:00:00,Dominic Duncan,Poland,Krakow,EMEA,EU-WEST,Oracle,1072,Tech,SMB,Data Smasher,GGDWG3BJ19,38.04,2,0,12.1728,32
AMER-2022-106341,2022-10-21 00:00:00,Lily Bond,Mexico,Monterrey,AMER,LATAM,Bosch,1076,Tech,SMB,ChatBot Plugin,36Q21U4UOI,7.152,3,0.2,0.7152,10
AMER-2023-163405,2023-12-22 00:00:00,Robert Dyer,United States,New York City,AMER,NAMER,Anthem,1029,Healthcare,SMB,ChatBot Plugin,J45BKTCV3A,6.63,3,0,1.7901,27
AMER-2023-163405,2023-12-22 00:00:00,Robert Dyer,United States,New York City,AMER,NAMER,Anthem,1029,Healthcare,SMB,ChatBot Plugin,DE9T59XWT0,5.88,2,0,1.7052,29
EMEA-2023-127432,2023-01-23 00:00:00,Samantha Rampling,Netherlands,The Hague,EMEA,EU-WEST,FedEx,1036,Transportation,Enterprise,Alchemy,WUQIOIL1BR,2999.95,5,0,1379.977,46
EMEA-2023-127432,2023-01-23 00:00:00,Samantha Rampling,Netherlands,The Hague,EMEA,EU-WEST,FedEx,1036,Transportation,Enterprise,Marketing Suite - Gold,UT7LDQ4VDY,51.45,3,0,13.8915,27
EMEA-2023-127432,2023-01-23 00:00:00,Samantha Rampling,Netherlands,The Hague,EMEA,EU-WEST,FedEx,1036,Transportation,Enterprise,Support,W28TZMIDW1,11.96,2,0,5.382,45
EMEA-2023-127432,2023-01-23 00:00:00,Samantha Rampling,Netherlands,The Hague,EMEA,EU-WEST,FedEx,1036,Transportation,Enterprise,Marketing Suite - Gold,R7V94D7VTF,1126.02,3,0,56.301,5
APJ-2021-157812,2021-03-22 00:00:00,Karen Taylor,Japan,Tokyo,APJ,JAPN,Coca-Cola,1021,Consumer Products,SMB,Data Smasher,T7BJWXSTMC,18.392,1,0.2,5.2877,28.75
APJ-2021-157812,2021-03-22 00:00:00,Karen Taylor,Japan,Tokyo,APJ,JAPN,Coca-Cola,1021,Consumer Products,SMB,Marketing Suite - Gold,6IKVTBOJP6,129.568,2,0.2,-25.9136,-20
APJ-2021-157812,2021-03-22 00:00:00,Karen Taylor,Japan,Tokyo,APJ,JAPN,Coca-Cola,1021,Consumer Products,SMB,ContactMatcher,J8GVKSNWKK,14.112,9,0.8,-21.168,-150
AMER-2023-145142,2023-01-24 00:00:00,Molly Rutherford,Brazil,São Paulo,AMER,LATAM,PepsiCo,1073,Consumer Products,Strategic,ContactMatcher,FCG68AFG8D,210.98,2,0,21.098,10
AMER-2022-139486,2022-05-22 00:00:00,Vanessa Davidson,United States,New York City,AMER,NAMER,Cigna,1038,Healthcare,SMB,Site Analytics,SUMARW30V5,55.176,3,0.2,-12.4146,-22.5
AMER-2022-139486,2022-05-22 00:00:00,Vanessa Davidson,United States,New York City,AMER,NAMER,Cigna,1038,Healthcare,SMB,Data Smasher,VT084V8ZO8,66.26,2,0,27.1666,41
APJ-2021-158792,2021-12-26 00:00:00,Alan White,South Korea,Seoul,APJ,APAC,Amazon,1004,Tech,SMB,Storage,EB29H3BO56,22.2,5,0,10.434,47
EMEA-2023-113558,2023-10-22 00:00:00,Gavin Walker,Germany,Frankfurt,EMEA,EU-WEST,Gazprom,1027,Energy,Enterprise,FinanceHub,0IIO7JB1FM,683.952,3,0.2,42.747,6.25
EMEA-2023-113558,2023-10-22 00:00:00,Gavin Walker,Germany,Frankfurt,EMEA,EU-WEST,Gazprom,1027,Energy,Enterprise,SaaS Connector Pack,XK0AWA04O4,45.696,3,0.2,5.1408,11.25
EMEA-2021-138303,2021-09-03 00:00:00,Joseph Tucker,France,Paris,EMEA,EU-WEST,General Electric,1040,Finance,SMB,Marketing Suite - Gold,YQHO831SXW,36.336,3,0.2,-7.2672,-20
EMEA-2021-138303,2021-09-03 00:00:00,Joseph Tucker,France,Paris,EMEA,EU-WEST,General Electric,1040,Finance,SMB,Support,E357DJBC58,666.248,1,0.2,-149.9058,-22.5
EMEA-2021-138303,2021-09-03 00:00:00,Joseph Tucker,France,Paris,EMEA,EU-WEST,General Electric,1040,Finance,SMB,SaaS Connector Pack - Gold,HW8V2OFD4R,52.512,6,0.2,19.692,37.5
AMER-2021-102848,2021-11-07 00:00:00,James Butler,United States,New York City,AMER,NAMER,Berkshire Hathaway,1012,Finance,Strategic,FinanceHub,5IDTMLR25Z,190.72,1,0.2,11.92,6.25
AMER-2023-129441,2023-09-08 00:00:00,William Lawrence,United States,New York City,AMER,NAMER,Honda Motor,1045,Manufacturing,SMB,SaaS Connector Pack,8Y4D74L4F3,47.94,3,0,2.397,5
EMEA-2022-168753,2022-05-30 00:00:00,Irene Wright,Portugal,Porto,EMEA,EU-WEST,Chevron,1017,Energy,SMB,Site Analytics,QA6NQ1AWR7,979.95,5,0,274.386,28
EMEA-2022-168753,2022-05-30 00:00:00,Irene Wright,Portugal,Porto,EMEA,EU-WEST,Chevron,1017,Energy,SMB,ContactMatcher,MA38C1T89F,22.75,5,0,11.375,50
AMER-2022-126613,2022-07-11 00:00:00,Irene Clark,Chile,Antofagasta,AMER,LATAM,Comcast,1022,Communications,SMB,Marketing Suite - Gold,BX9FYENL39,16.768,2,0.2,1.4672,8.75
APJ-2023-122637,2023-09-04 00:00:00,Sean Scott,Australia,Sydney,APJ,ANZ,Prudential Financial,1078,Finance,SMB,ContactMatcher,ZVPQ8T8BMT,42.616,7,0.8,-68.1856,-160
EMEA-2021-147851,2021-12-03 00:00:00,Dylan Ogden,United Kingdom,London,EMEA,UKIR,HonHai Precision Industry,1033,Tech,Enterprise,ContactMatcher,MQEDWGFO4P,10.752,4,0.2,3.36,31.25
EMEA-2021-134894,2021-12-07 00:00:00,Emma Young,Ireland,Dublin,EMEA,UKIR,Lowes,1060,Retail,SMB,OneView,4XY9N8RDFD,152.94,3,0,41.2938,27
EMEA-2021-134894,2021-12-07 00:00:00,Emma Young,Ireland,Dublin,EMEA,UKIR,Lowes,1060,Retail,SMB,FinanceHub,7BXJA35WH2,283.92,4,0,70.98,25
EMEA-2020-140795,2020-02-02 00:00:00,Wanda Gill,Italy,Genoa,EMEA,EU,Verizon Communications,1094,Communications,SMB,Data Smasher,8KT1Y4PL7T,468.9,6,0,206.316,44
AMER-2022-136924,2022-07-15 00:00:00,Sophie Lewis,Chile,Santiago,AMER,LATAM,Samsung Electronics,1015,Tech,Strategic,Site Analytics,F033LIN2U3,380.864,8,0.2,38.0864,10
AMER-2021-120131,2021-12-18 00:00:00,Sebastian Sharp,Mexico,Toluca,AMER,LATAM,ConocoPhillips,1024,Energy,SMB,Marketing Suite - Gold,TVLZPMXYNQ,646.776,9,0.2,-145.5246,-22.5
APJ-2020-103849,2020-05-11 00:00:00,Sonia Ince,Japan,Saitama,APJ,JAPN,Daimler,1052,Transportation,SMB,Data Smasher,BLDB6GEGRG,58.112,2,0.2,7.264,12.5
APJ-2020-103849,2020-05-11 00:00:00,Sonia Ince,Japan,Saitama,APJ,JAPN,Daimler,1052,Transportation,SMB,Site Analytics,MKQUT4BK6G,100.792,1,0.2,6.2995,6.25
APJ-2020-103849,2020-05-11 00:00:00,Sonia Ince,Japan,Saitama,APJ,JAPN,Daimler,1052,Transportation,SMB,SaaS Connector Pack,7BUQDEB68Q,66.112,4,0.6,-84.2928,-127.5
EMEA-2023-162929,2023-11-20 00:00:00,Virginia Carr,United Kingdom,London,EMEA,UKIR,Walt Disney,1097,Communications,Enterprise,ContactMatcher,9J353ETVFQ,41.28,6,0.2,13.932,33.75
EMEA-2023-162929,2023-11-20 00:00:00,Virginia Carr,United Kingdom,London,EMEA,UKIR,Walt Disney,1097,Communications,Enterprise,Support,HNNKQZRFPJ,13.36,2,0,6.4128,48
APJ-2021-113173,2021-11-15 00:00:00,Phil Dowd,Australia,Sydney,APJ,ANZ,AT&T,1010,Communications,Strategic,Marketing Suite - Gold,GH43V07JHN,250.272,9,0.2,15.642,6.25
APJ-2021-113173,2021-11-15 00:00:00,Phil Dowd,Australia,Sydney,APJ,ANZ,AT&T,1010,Communications,Strategic,ContactMatcher,6HQBH64EV9,11.364,3,0.8,-17.046,-150
APJ-2021-113173,2021-11-15 00:00:00,Phil Dowd,Australia,Sydney,APJ,ANZ,AT&T,1010,Communications,Strategic,Support,4IO48L3P4D,8.72,5,0.2,-1.744,-20
AMER-2022-136406,2022-04-16 00:00:00,Zoe Ferguson,United States,Los Angeles,AMER,NAMER,Cigna,1038,Healthcare,SMB,FinanceHub,OIC3INMWQQ,1121.568,2,0.2,0,0
EMEA-2023-112774,2023-09-12 00:00:00,Rebecca Dickens,Germany,Berlin,EMEA,EU-WEST,Amazon,1004,Tech,SMB,SaaS Connector Pack,AJLNEZRWBZ,34.504,1,0.2,6.0382,17.5
APJ-2023-101945,2023-11-25 00:00:00,Michelle Langdon,Japan,Tokyo,APJ,JAPN,Lukoil,1044,Energy,SMB,Storage,AV1BH3MJHY,10.824,3,0.2,2.5707,23.75
AMER-2023-100650,2023-06-30 00:00:00,Phil Dowd,United States,San Francisco,AMER,NAMER,AT&T,1010,Communications,Strategic,Marketing Suite - Gold,YW8616LMQV,1295.78,2,0,310.9872,24
EMEA-2020-155852,2020-03-03 00:00:00,James Harris,Sweden,Stockholm,EMEA,NOR,Airbus,1030,Manufacturing,SMB,ChatBot Plugin,8CHJ1MPU0D,19.456,4,0.2,3.4048,17.5
AMER-2022-113243,2022-06-11 00:00:00,Jonathan Thomson,United States,New York City,AMER,NAMER,HSBC Holdings,1070,Finance,SMB,FinanceHub,6QS9RXIR0N,20.7,2,0,9.936,48
AMER-2022-113243,2022-06-11 00:00:00,Jonathan Thomson,United States,New York City,AMER,NAMER,HSBC Holdings,1070,Finance,SMB,ContactMatcher,BIXQB7GJ7B,1335.68,4,0.2,-217.048,-16.25
AMER-2022-113243,2022-06-11 00:00:00,Jonathan Thomson,United States,New York City,AMER,NAMER,HSBC Holdings,1070,Finance,SMB,Support,73VCYD2UPF,32.4,5,0,15.552,48
AMER-2023-118731,2023-11-21 00:00:00,Victoria Roberts,United States,Los Angeles,AMER,NAMER,Amazon,1004,Tech,SMB,SaaS Connector Pack,XWGQHNIJ60,42.6,3,0,16.614,39
AMER-2023-118731,2023-11-21 00:00:00,Victoria Roberts,United States,Los Angeles,AMER,NAMER,Amazon,1004,Tech,SMB,ContactMatcher,6QA8V9EA30,84.056,7,0.2,27.3182,32.5
EMEA-2020-145576,2020-09-14 00:00:00,Justin Anderson,Germany,Cologne,EMEA,EU-WEST,CVS Health,1026,Retail,SMB,OneView,O8G3YZNMJA,13,5,0.2,1.3,10
EMEA-2020-145576,2020-09-14 00:00:00,Justin Anderson,Germany,Cologne,EMEA,EU-WEST,CVS Health,1026,Retail,SMB,SaaS Connector Pack,X9ZRM06GS8,13.128,3,0.2,3.7743,28.75
AMER-2021-130736,2021-12-07 00:00:00,Caroline Burgess,Canada,Toronto,AMER,NAMER,J.P. Morgan Chase & Co.,1054,Finance,SMB,Storage,BGFLDMT8ZR,3.96,2,0,0,0
AMER-2021-130736,2021-12-07 00:00:00,Caroline Burgess,Canada,Toronto,AMER,NAMER,J.P. Morgan Chase & Co.,1054,Finance,SMB,FinanceHub,MKU9LP9GYU,2.61,1,0,1.2006,46
AMER-2023-137099,2023-12-08 00:00:00,Liam Paige,United States,New York City,AMER,NAMER,Allianz,1080,Finance,SMB,Site Analytics,YLE3FYW4ER,374.376,3,0.2,46.797,12.5
AMER-2023-156951,2023-10-02 00:00:00,Dominic Hill,Canada,Toronto,AMER,NAMER,Siemens,1043,Manufacturing,Strategic,Support,TO3E33S0V6,91.84,8,0,45.0016,49
AMER-2023-156951,2023-10-02 00:00:00,Dominic Hill,Canada,Toronto,AMER,NAMER,Siemens,1043,Manufacturing,Strategic,ContactMatcher,GL7QFOP3IK,81.088,7,0.2,27.3672,33.75
AMER-2023-156951,2023-10-02 00:00:00,Dominic Hill,Canada,Toronto,AMER,NAMER,Siemens,1043,Manufacturing,Strategic,Support,0A4X00U10S,19.44,3,0,9.3312,48
AMER-2023-156951,2023-10-02 00:00:00,Dominic Hill,Canada,Toronto,AMER,NAMER,Siemens,1043,Manufacturing,Strategic,FinanceHub,77J1GS09N1,451.152,3,0.2,0,0
EMEA-2023-164826,2023-12-29 00:00:00,Justin Pullman,United Kingdom,London,EMEA,UKIR,HonHai Precision Industry,1033,Tech,SMB,FinanceHub,TA1G2NKRGZ,72.45,7,0,34.776,48
EMEA-2023-164826,2023-12-29 00:00:00,Justin Pullman,United Kingdom,London,EMEA,UKIR,HonHai Precision Industry,1033,Tech,SMB,Storage,KL6QVLHVRO,13.96,4,0,6.4216,46
EMEA-2023-164826,2023-12-29 00:00:00,Justin Pullman,United Kingdom,London,EMEA,UKIR,HonHai Precision Industry,1033,Tech,SMB,ContactMatcher,ZSJPM3XIAJ,33.264,7,0.2,11.2266,33.75
EMEA-2023-164826,2023-12-29 00:00:00,Justin Pullman,United Kingdom,London,EMEA,UKIR,HonHai Precision Industry,1033,Tech,SMB,Site Analytics,67ST14FM53,14.85,3,0,4.0095,27
AMER-2022-127250,2022-11-04 00:00:00,Joseph Cameron,Canada,Hamilton,AMER,NAMER,Morgan Stanley,1068,Finance,SMB,ChatBot Plugin,YK0NYX62DJ,8.82,3,0,2.3814,27
AMER-2021-149713,2021-09-18 00:00:00,Natalie Nash,United States,Jacksonville,AMER,NAMER,Itochu,1032,Finance,SMB,Support,ENRB2HJHUW,160.72,14,0,78.7528,49
AMER-2021-149713,2021-09-18 00:00:00,Natalie Nash,United States,Jacksonville,AMER,NAMER,Itochu,1032,Finance,SMB,Support,BI72HZCQT9,19.92,4,0,9.7608,49
AMER-2021-149713,2021-09-18 00:00:00,Natalie Nash,United States,Jacksonville,AMER,NAMER,Itochu,1032,Finance,SMB,Support,WN4FT6V0AN,7.3,2,0,2.19,30
APJ-2023-118640,2023-07-21 00:00:00,Colin Morgan,Australia,Sydney,APJ,ANZ,Boeing,1014,Manufacturing,SMB,Marketing Suite - Gold,PAJXXIIUJ3,69.712,2,0.2,8.714,12.5
APJ-2023-118640,2023-07-21 00:00:00,Colin Morgan,Australia,Sydney,APJ,ANZ,Boeing,1014,Manufacturing,SMB,SaaS Connector Pack,YJSPBCSOYI,8.792,1,0.6,-5.7148,-65
AMER-2021-132906,2021-09-10 00:00:00,Jasmine MacLeod,United States,New York City,AMER,NAMER,Aetna,1002,Healthcare,SMB,Support,4DLCAQQTX0,51.52,4,0,1.5456,3
EMEA-2023-145233,2023-12-02 00:00:00,Charles Lee,Russia,Moscow,EMEA,EU-EAST,UnitedHealth Group,1092,Healthcare,SMB,Site Analytics,JBN3AX2ZR0,470.376,3,0.2,52.9173,11.25
EMEA-2023-145233,2023-12-02 00:00:00,Charles Lee,Russia,Moscow,EMEA,EU-EAST,UnitedHealth Group,1092,Healthcare,SMB,Site Analytics,874MHA5N8D,105.584,2,0.2,9.2386,8.75
EMEA-2023-145233,2023-12-02 00:00:00,Charles Lee,Russia,Moscow,EMEA,EU-EAST,UnitedHealth Group,1092,Healthcare,SMB,OneView,PW5506C5G7,31.152,3,0.2,3.5046,11.25
EMEA-2023-145233,2023-12-02 00:00:00,Charles Lee,Russia,Moscow,EMEA,EU-EAST,UnitedHealth Group,1092,Healthcare,SMB,ContactMatcher,86IKKL7RM0,6.783,7,0.7,-4.7481,-70
EMEA-2023-145233,2023-12-02 00:00:00,Charles Lee,Russia,Moscow,EMEA,EU-EAST,UnitedHealth Group,1092,Healthcare,SMB,Site Analytics,VLUZL8MXRS,406.368,4,0.2,30.4776,7.5
EMEA-2021-128139,2021-07-03 00:00:00,Leonard Nash,Ireland,Dublin,EMEA,UKIR,Berkshire Hathaway,1012,Finance,SMB,FinanceHub,XJ6G76LA59,70.98,1,0,4.9686,7
EMEA-2021-128139,2021-07-03 00:00:00,Leonard Nash,Ireland,Dublin,EMEA,UKIR,Berkshire Hathaway,1012,Finance,SMB,FinanceHub,03FGC2Z66S,294.93,3,0,144.5157,49
EMEA-2022-156986,2022-03-21 00:00:00,Pippa Brown,Belgium,Brussels,EMEA,EU-WEST,Volkswagen,1046,Manufacturing,SMB,Site Analytics,KAQD1J96EN,84.784,2,0.2,-20.1362,-23.75
EMEA-2022-156986,2022-03-21 00:00:00,Pippa Brown,Belgium,Brussels,EMEA,EU-WEST,Volkswagen,1046,Manufacturing,SMB,Support,0NHANJ5AFJ,20.736,4,0.2,7.2576,35
EMEA-2022-156986,2022-03-21 00:00:00,Pippa Brown,Belgium,Brussels,EMEA,EU-WEST,Volkswagen,1046,Manufacturing,SMB,ContactMatcher,V4CAWQ5GSP,16.821,3,0.7,-12.8961,-76.67
EMEA-2022-156986,2022-03-21 00:00:00,Pippa Brown,Belgium,Brussels,EMEA,EU-WEST,Volkswagen,1046,Manufacturing,SMB,Support,WHTKM3HPY2,10.368,2,0.2,3.6288,35
APJ-2020-135405,2020-01-10 00:00:00,Pippa Ross,Japan,Kanagawa,APJ,JAPN,Apple,1008,Tech,SMB,ChatBot Plugin,XZTQBCZOYF,9.344,2,0.2,1.168,12.5
APJ-2020-135405,2020-01-10 00:00:00,Pippa Ross,Japan,Kanagawa,APJ,JAPN,Apple,1008,Tech,SMB,Data Smasher,MVSSSDP56F,31.2,3,0.2,9.75,31.25
AMER-2020-131450,2020-08-08 00:00:00,Matt Kelly,United States,Seattle,AMER,NAMER,Alphabet,1053,Tech,SMB,OneView,QZYTCRDUQC,76.12,2,0,22.0748,29
AMER-2020-131450,2020-08-08 00:00:00,Matt Kelly,United States,Seattle,AMER,NAMER,Alphabet,1053,Tech,SMB,Alchemy,LPCAI4QERL,1199.976,3,0.2,434.9913,36.25
AMER-2020-131450,2020-08-08 00:00:00,Matt Kelly,United States,Seattle,AMER,NAMER,Alphabet,1053,Tech,SMB,Site Analytics,WX20EGXRBF,445.96,5,0.2,55.745,12.5
AMER-2020-131450,2020-08-08 00:00:00,Matt Kelly,United States,Seattle,AMER,NAMER,Alphabet,1053,Tech,SMB,SaaS Connector Pack,N21C526QYI,327.76,8,0,91.7728,28
EMEA-2022-120180,2022-07-15 00:00:00,Michelle Thomson,France,Paris,EMEA,EU-WEST,Anthem,1029,Healthcare,SMB,Support,U8MTSDD9FY,11.632,2,0.2,1.0178,8.75
EMEA-2022-100720,2022-07-17 00:00:00,Evan Ince,France,Paris,EMEA,EU-WEST,Banco Santander,1101,Finance,SMB,Site Analytics,DRKGJ0HTFI,143.982,3,0.4,-28.7964,-20
EMEA-2022-100720,2022-07-17 00:00:00,Evan Ince,France,Paris,EMEA,EU-WEST,Banco Santander,1101,Finance,SMB,Site Analytics,24BPROOJWJ,494.376,4,0.4,-115.3544,-23.33
EMEA-2022-100720,2022-07-17 00:00:00,Evan Ince,France,Paris,EMEA,EU-WEST,Banco Santander,1101,Finance,SMB,Support,3SB35GVTBO,5.84,2,0.2,0.73,12.5
EMEA-2020-149958,2020-03-15 00:00:00,Diane Buckland,Germany,Cologne,EMEA,EU-WEST,Ford Motor,1009,Manufacturing,SMB,Marketing Suite - Gold,RUFLJT9T9F,142.776,1,0.2,17.847,12.5
EMEA-2020-149958,2020-03-15 00:00:00,Diane Buckland,Germany,Cologne,EMEA,EU-WEST,Ford Motor,1009,Manufacturing,SMB,SaaS Connector Pack,819JTO14ID,45.696,3,0.2,5.1408,11.25
EMEA-2020-149958,2020-03-15 00:00:00,Diane Buckland,Germany,Cologne,EMEA,EU-WEST,Ford Motor,1009,Manufacturing,SMB,ContactMatcher,S6MMZPLZFQ,7.218,3,0.7,-5.5338,-76.67
EMEA-2020-149958,2020-03-15 00:00:00,Diane Buckland,Germany,Cologne,EMEA,EU-WEST,Ford Motor,1009,Manufacturing,SMB,ContactMatcher,KJ58MPD8QR,43.188,4,0.7,-31.6712,-73.33
EMEA-2020-149958,2020-03-15 00:00:00,Diane Buckland,Germany,Cologne,EMEA,EU-WEST,Ford Motor,1009,Manufacturing,SMB,Support,8NACWE5VD1,131.904,3,0.2,47.8152,36.25
EMEA-2020-105767,2020-05-23 00:00:00,Jane Pullman,France,Paris,EMEA,EU-WEST,PepsiCo,1073,Consumer Products,SMB,ContactMatcher,L0MOMT34DW,3.282,2,0.7,-2.6256,-80
EMEA-2020-105767,2020-05-23 00:00:00,Jane Pullman,France,Paris,EMEA,EU-WEST,PepsiCo,1073,Consumer Products,SMB,ChatBot Plugin,QJVQYTN8TL,21.168,9,0.2,2.3814,11.25
EMEA-2020-105767,2020-05-23 00:00:00,Jane Pullman,France,Paris,EMEA,EU-WEST,PepsiCo,1073,Consumer Products,SMB,Site Analytics,LPO0ZQYKV0,55.188,2,0.4,-10.1178,-18.33
APJ-2022-161816,2022-04-29 00:00:00,Jessica Langdon,Japan,Aichi,APJ,JAPN,Allianz,1080,Finance,Strategic,Site Analytics,M7TW3Z64S4,369.576,3,0.2,41.5773,11.25
APJ-2022-161816,2022-04-29 00:00:00,Jessica Langdon,Japan,Aichi,APJ,JAPN,Allianz,1080,Finance,Strategic,FinanceHub,VX2M3QGNQ2,15.712,4,0.2,5.6956,36.25
EMEA-2022-121223,2022-09-12 00:00:00,Ella Lawrence,France,Paris,EMEA,EU-WEST,UnitedHealth Group,1092,Healthcare,Strategic,Support,FLH3YEFCZH,8.448,2,0.2,2.64,31.25
EMEA-2022-121223,2022-09-12 00:00:00,Ella Lawrence,France,Paris,EMEA,EU-WEST,UnitedHealth Group,1092,Healthcare,Strategic,Site Analytics,66BTOF928V,728.946,9,0.4,-157.9383,-21.67
AMER-2023-138611,2023-11-15 00:00:00,Carolyn Ross,Mexico,Guadalajara,AMER,LATAM,Airbus,1030,Manufacturing,SMB,Site Analytics,LL8X340K0T,119.94,10,0.4,15.992,13.33
AMER-2023-138611,2023-11-15 00:00:00,Carolyn Ross,Mexico,Guadalajara,AMER,LATAM,Airbus,1030,Manufacturing,SMB,ContactMatcher,WDV1G5Y08X,3.648,2,0.7,-2.7968,-76.67
EMEA-2023-117947,2023-08-19 00:00:00,Ella Simpson,United Kingdom,London,EMEA,UKIR,HonHai Precision Industry,1033,Tech,Strategic,SaaS Connector Pack,UWBXB2QMDD,40.48,2,0,15.7872,39
EMEA-2023-117947,2023-08-19 00:00:00,Ella Simpson,United Kingdom,London,EMEA,UKIR,HonHai Precision Industry,1033,Tech,Strategic,SaaS Connector Pack,KDKZR9XOP5,9.94,2,0,3.0814,31
EMEA-2023-117947,2023-08-19 00:00:00,Ella Simpson,United Kingdom,London,EMEA,UKIR,HonHai Precision Industry,1033,Tech,Strategic,ContactMatcher,FSGYI86LHP,107.424,9,0.2,33.57,31.25
EMEA-2023-117947,2023-08-19 00:00:00,Ella Simpson,United Kingdom,London,EMEA,UKIR,HonHai Precision Industry,1033,Tech,Strategic,Site Analytics,1GQ4M9UEGQ,37.91,1,0,10.9939,29
EMEA-2023-117947,2023-08-19 00:00:00,Ella Simpson,United Kingdom,London,EMEA,UKIR,HonHai Precision Industry,1033,Tech,Strategic,SaaS Connector Pack,WVHT3UV0QP,88.02,3,0,27.2862,31
APJ-2020-111171,2020-12-26 00:00:00,Ian Ross,Australia,Sydney,APJ,ANZ,Procter & Gamble,1077,Consumer Products,SMB,ContactMatcher,MH1KLKB60M,8.69,5,0.8,-14.773,-170
AMER-2021-138009,2021-11-29 00:00:00,Vanessa White,Brazil,São Paulo,AMER,LATAM,Pfizer,1074,Healthcare,Strategic,FinanceHub,B97BWG5I0B,301.96,2,0,87.5684,29
AMER-2021-138009,2021-11-29 00:00:00,Vanessa White,Brazil,São Paulo,AMER,LATAM,Pfizer,1074,Healthcare,Strategic,OneView,AG4C85HG49,555.21,5,0.1,178.901,32.22
AMER-2021-138009,2021-11-29 00:00:00,Vanessa White,Brazil,São Paulo,AMER,LATAM,Pfizer,1074,Healthcare,Strategic,Marketing Suite - Gold,PPIBHTBFSG,523.48,4,0,130.87,25
AMER-2021-138009,2021-11-29 00:00:00,Vanessa White,Brazil,São Paulo,AMER,LATAM,Pfizer,1074,Healthcare,Strategic,ChatBot Plugin,DOH28GOUKB,161.82,9,0,46.9278,29
EMEA-2023-163020,2023-09-16 00:00:00,Joshua Lyman,United Kingdom,London,EMEA,UKIR,Fannie Mae,1035,Finance,Enterprise,SaaS Connector Pack,5M364H5TRW,35.56,7,0,12.0904,34
AMER-2023-153787,2023-05-20 00:00:00,Grace Hodges,Canada,Toronto,AMER,NAMER,Home Depot,1047,Retail,SMB,OneView,OL6P3TTEAM,97.16,2,0,28.1764,29
AMER-2023-133431,2023-12-18 00:00:00,Diana Bell,United States,Los Angeles,AMER,NAMER,Sprint Nextel,1081,Communications,SMB,ContactMatcher,F0EGS4HP60,15.24,5,0.2,5.1435,33.75
AMER-2023-133431,2023-12-18 00:00:00,Diana Bell,United States,Los Angeles,AMER,NAMER,Sprint Nextel,1081,Communications,SMB,Support,EQ5ILGR4T4,13.23,3,0,6.0858,46
EMEA-2022-135720,2022-12-12 00:00:00,Elizabeth Hughes,Russia,Moscow,EMEA,EU-EAST,Enel,1013,Energy,SMB,Marketing Suite - Gold,GARSYVWGO8,243.384,3,0.2,-51.7191,-21.25
EMEA-2022-135720,2022-12-12 00:00:00,Elizabeth Hughes,Russia,Moscow,EMEA,EU-EAST,Enel,1013,Energy,SMB,Data Smasher,QMQ5IZL2U6,119.8,5,0.2,29.95,25
EMEA-2022-135720,2022-12-12 00:00:00,Elizabeth Hughes,Russia,Moscow,EMEA,EU-EAST,Enel,1013,Energy,SMB,Site Analytics,EPH7QYSZDG,300.768,4,0.2,30.0768,10
EMEA-2023-144694,2023-09-25 00:00:00,Alan White,Germany,Hamburg,EMEA,EU-WEST,Amazon,1004,Tech,SMB,Data Smasher,ZLM4CZYA4Y,17.88,3,0.2,2.4585,13.75
EMEA-2023-144694,2023-09-25 00:00:00,Alan White,Germany,Hamburg,EMEA,EU-WEST,Amazon,1004,Tech,SMB,FinanceHub,RMX7LB1KHP,235.944,3,0.2,85.5297,36.25
EMEA-2021-168004,2021-10-04 00:00:00,Fiona Piper,Finland,Tampere,EMEA,NOR,Siemens,1043,Manufacturing,Strategic,FinanceHub,QMZ1VWVSVI,392.94,3,0,43.2234,11
EMEA-2022-123470,2022-08-16 00:00:00,Alan Hudson,Russia,Moscow,EMEA,EU-EAST,Honda Motor,1045,Manufacturing,SMB,ContactMatcher,QHND54VA1U,18.882,3,0.7,-13.8468,-73.33
EMEA-2022-123470,2022-08-16 00:00:00,Alan Hudson,Russia,Moscow,EMEA,EU-EAST,Honda Motor,1045,Manufacturing,SMB,OneView,N2AZRNA13O,122.328,3,0.2,12.2328,10
